日期,身份別,多方交易口數,多方交易契約金額(百萬元),空方交易口數,空方交易契約金額(百萬元),多空交易口數淨額,多空交易契約金額淨額(百萬元),多方未平倉口數,多方未平倉契約金額(百萬元),空方未平倉口數,空方未平倉契約金額(百萬元),多空未平倉口數淨額,多空未平倉契約金額淨額(百萬元)
2012/9/7,自營商,249446,28887,241761,25280,7685,3607,233236,19182,368216,16725,-134980,2457
2012/9/7,投信,353,451,637,53,-284,398,4418,6287,3168,2648,1250,3638
2012/9/7,外資及陸資,57776,32350,56497,36631,1279,-4281,278294,41603,334583,46438,-56289,-4835
2012/9/10,自營商,166378,19903,150633,19844,15745,59,243743,18737,363110,16181,-119367,2557
2012/9/10,投信,128,191,13,16,115,175,4494,6430,3129,2599,1365,3831
2012/9/10,外資及陸資,61737,34051,49781,24436,11956,9615,288468,47822,334076,43026,-45608,4796
2012/9/11,自營商,178574,17420,172930,17465,5644,-45,254266,18913,368133,16409,-113867,2504
2012/9/11,投信,67,100,332,48,-265,52,4492,6435,3392,2548,1100,3887
2012/9/11,外資及陸資,54944,28177,47024,24645,7920,3532,299371,52383,337284,44027,-37913,8357
2012/9/12,自營商,334015,36886,319287,32019,14728,4867,272021,23438,371286,16032,-99265,7406
2012/9/12,投信,148,217,667,250,-519,-33,4512,6569,3932,2655,580,3914
2012/9/12,外資及陸資,80788,39196,67544,35703,13244,3493,321871,57657,347181,45540,-25310,12117
2012/9/13,自營商,240890,19409,244341,22227,-3451,-2818,263084,22916,365710,18324,-102626,4592
2012/9/13,投信,13,17,23,33,-10,-16,4491,6531,3921,2636,570,3895
2012/9/13,外資及陸資,61110,27098,58523,29793,2587,-2695,326847,56155,350275,46756,-23428,9399
2012/9/14,自營商,485982,43023,441697,45237,44285,-2214,278399,22415,336239,20050,-57840,2365
2012/9/14,投信,343,399,78,103,265,296,4564,6714,3729,2436,835,4278
2012/9/14,外資及陸資,118305,50967,103340,50825,14965,142,364945,63000,374410,53104,-9465,9895
2012/9/17,自營商,267269,24943,250355,21672,16914,3271,302003,24394,342998,18754,-40995,5640
2012/9/17,投信,1404,2128,1407,2128,-3,0,4540,6687,3708,2401,832,4286
2012/9/17,外資及陸資,61855,53419,80235,59821,-18380,-6402,366028,66054,393819,62636,-27791,3418
2012/9/18,自營商,277389,29106,229599,34790,47790,-5684,329869,21358,323425,21409,6444,-51
2012/9/18,投信,3253,4828,2486,3706,767,1122,4829,7066,3230,1656,1599,5410
2012/9/18,外資及陸資,92177,65856,95414,58501,-3237,7355,387965,80085,419299,69304,-31334,10781
2012/9/19,自營商,280933,34828,260510,35405,20423,-577,100484,9056,122640,12873,-22156,-3817
2012/9/19,投信,1725,2451,1617,2139,108,312,4668,6914,921,1199,3747,5715
2012/9/19,外資及陸資,63438,37836,66135,42248,-2697,-4412,183416,56578,213020,48224,-29604,8354
2012/9/20,自營商,165174,22653,166729,23249,-1555,-596,126951,9173,150653,13575,-23702,-4402
2012/9/20,投信,73,113,231,358,-158,-245,4611,6791,1002,1318,3609,5473
2012/9/20,外資及陸資,50215,27848,51126,29101,-911,-1253,198384,56008,228233,48956,-29849,7052
2012/9/21,自營商,120731,14789,128659,13759,-7928,1030,137650,10560,169280,13923,-31630,-3363
2012/9/21,投信,0,0,37,56,-37,-56,4585,6763,1013,1337,3572,5425
2012/9/21,外資及陸資,40408,22776,36515,24340,3893,-1564,211243,57337,237289,51856,-26046,5481
2012/9/24,自營商,212118,35738,204297,34592,7821,1146,160012,11570,183871,13835,-23859,-2265
2012/9/24,投信,128,199,191,294,-63,-95,4557,6731,1048,1394,3509,5337
2012/9/24,外資及陸資,63851,39724,55893,36191,7958,3533,220563,60294,238523,51192,-17960,9102
2012/9/25,自營商,127684,19544,140463,19453,-12779,91,166080,12383,202718,14555,-36638,-2172
2012/9/25,投信,42,65,106,165,-64,-100,4526,6666,1081,1441,3445,5225
2012/9/25,外資及陸資,43407,19770,45819,25099,-2412,-5329,231456,58994,251126,55240,-19670,3754
2012/9/26,自營商,179471,24567,192790,25465,-13319,-898,174046,12643,224003,15707,-49957,-3064
2012/9/26,投信,109,162,213,328,-104,-166,4387,6404,1046,1382,3341,5021
2012/9/26,外資及陸資,43190,17914,52390,18975,-9200,-1061,241228,59336,269720,56666,-28492,2669
2012/9/27,自營商,137252,20065,141343,17873,-4091,2192,181765,13992,235813,14914,-54048,-922
2012/9/27,投信,145,206,290,447,-145,-241,4381,6418,1185,1620,3196,4798
2012/9/27,外資及陸資,42925,22432,37026,21323,5899,1109,252162,60201,275220,56345,-23058,3856
2012/9/28,自營商,209115,29602,213669,28994,-4554,608,197319,14513,255921,14845,-58602,-332
2012/9/28,投信,65,100,165,113,-100,-13,4352,6366,1256,1586,3096,4780
2012/9/28,外資及陸資,49335,29821,44904,32241,4431,-2420,259780,56839,277741,55403,-17961,1435
2012/10/1,自營商,142945,15560,141380,16918,1565,-1358,212196,14540,269227,16212,-57031,-1672
2012/10/1,投信,150,219,268,128,-118,91,4335,6311,1357,1463,2978,4849
2012/10/1,外資及陸資,34017,15119,34959,13875,-942,1244,270722,59652,289160,56993,-18438,2659
2012/10/2,自營商,166590,23567,164798,21513,1792,2054,220879,15558,276106,15169,-55227,390
2012/10/2,投信,146,217,105,20,41,197,4432,6499,1413,1425,3019,5073
2012/10/2,外資及陸資,33080,19468,35252,17143,-2172,2325,272775,59639,294036,54672,-21261,4966
2012/10/3,自營商,161916,21631,172092,23031,-10176,-1400,225221,15719,290624,16712,-65403,-993
2012/10/3,投信,1,2,141,75,-140,-73,4420,6460,1541,1477,2879,4984
2012/10/3,外資及陸資,26785,11922,36536,16883,-9751,-4961,272574,56504,302728,56506,-30154,-3
2012/10/4,自營商,248838,38126,273305,37517,-24467,609,234996,16078,324866,16508,-89870,-430
2012/10/4,投信,91,122,155,237,-64,-115,4381,6403,1566,1533,2815,4871
2012/10/4,外資及陸資,44995,30464,55685,33520,-10690,-3056,274775,56723,315017,59760,-40242,-3037
2012/10/5,自營商,181131,22790,174165,21671,6966,1119,248537,16238,331171,15539,-82634,699
2012/10/5,投信,38,59,47,73,-9,-14,4346,6346,1540,1491,2806,4854
2012/10/5,外資及陸資,32875,22585,39039,24525,-6164,-1940,274682,53896,320677,58894,-45995,-4998
2012/10/8,自營商,253813,29236,257130,30944,-3317,-1708,251138,15274,336855,16261,-85717,-987
2012/10/8,投信,187,249,189,288,-2,-39,4238,6118,1434,1351,2804,4767
2012/10/8,外資及陸資,43756,29482,46257,31822,-2501,-2340,275977,52514,323522,59803,-47545,-7289
2012/10/9,自營商,259528,23587,260566,25804,-1038,-2217,250432,14546,337118,17788,-86686,-3242
2012/10/9,投信,70,107,204,311,-134,-204,4188,6018,1518,1473,2670,4545
2012/10/9,外資及陸資,61240,34096,62012,36178,-772,-2082,272013,51581,319811,60870,-47798,-9290
2012/10/11,自營商,366237,36294,412830,32189,-46593,4105,247460,19291,380361,18455,-132901,836
2012/10/11,投信,834,560,346,517,488,43,4176,5880,1018,1383,3158,4497
2012/10/11,外資及陸資,89233,40338,106040,50668,-16807,-10330,278444,43414,342632,62764,-64188,-19350
2012/10/12,自營商,336074,34067,367859,29502,-31785,4565,259468,23381,424058,17982,-164590,5399
2012/10/12,投信,118,176,202,300,-84,-124,4196,5885,1122,1532,3074,4353
2012/10/12,外資及陸資,86093,42694,78082,43168,8011,-474,286998,39464,343173,59189,-56175,-19725
2012/10/15,自營商,273857,21925,272898,23164,959,-1239,264943,22207,429864,18030,-164921,4177
2012/10/15,投信,48,71,44,65,4,6,4198,5897,1120,1531,3078,4366
2012/10/15,外資及陸資,85435,57534,75512,54429,9923,3105,309967,47401,356366,64049,-46399,-16647
2012/10/16,自營商,213025,25763,208861,21572,4164,4191,280619,27277,440728,18855,-160109,8422
2012/10/16,投信,2949,4234,2922,4198,27,36,4189,5903,1084,1482,3105,4420
2012/10/16,外資及陸資,80368,49773,78366,55014,2002,-5241,321680,41287,367913,63282,-46233,-21995
2012/10/17,自營商,276522,35395,283171,38632,-6649,-3237,102871,8976,132453,12824,-29582,-3848
2012/10/17,投信,2370,3310,2284,3018,86,292,4269,6010,1065,1304,3204,4706
2012/10/17,外資及陸資,77518,39815,83732,45187,-6214,-5372,211020,32246,250310,46313,-39290,-14067
2012/10/18,自營商,116842,10939,116185,11411,657,-472,128691,9009,157598,13339,-28907,-4330
2012/10/18,投信,58,87,37,55,21,32,4270,6027,1045,1277,3225,4750
2012/10/18,外資及陸資,46169,23564,37298,20833,8871,2731,228084,35045,258477,46421,-30393,-11376
2012/10/19,自營商,147480,22316,158017,23579,-10537,-1263,137820,9886,177249,15430,-39429,-5544
2012/10/19,投信,119,176,81,120,38,56,4277,5984,1014,1220,3263,4764
2012/10/19,外資及陸資,42427,21758,47344,27829,-4917,-6071,235169,32068,269847,49412,-34678,-17344
2012/10/22,自營商,172264,17810,187809,17306,-15545,504,143583,10202,198377,15208,-54794,-5005
2012/10/22,投信,268,209,174,254,94,-45,4237,5893,880,1201,3357,4692
2012/10/22,外資及陸資,63075,32071,48717,27411,14358,4660,249243,33679,269914,46263,-20671,-12584
2012/10/23,自營商,135267,16530,137258,15031,-1991,1499,158971,10757,215639,14239,-56668,-3483
2012/10/23,投信,128,171,2342,3394,-2214,-3223,2059,2692,916,1246,1143,1447
2012/10/23,外資及陸資,51361,20087,53188,24722,-1827,-4635,265989,31124,287410,48251,-21421,-17127
2012/10/24,自營商,229322,23373,234913,24935,-5591,-1562,167608,10075,229837,15095,-62229,-5020
2012/10/24,投信,68,99,239,130,-171,-31,2057,2691,1085,1274,972,1417
2012/10/24,外資及陸資,76971,39152,75609,35555,1362,3597,286625,35184,308028,48707,-21403,-13523
2012/10/25,自營商,161817,15693,163107,14099,-1290,1594,177416,10574,240800,13991,-63384,-3416
2012/10/25,投信,67,97,101,147,-34,-50,2061,2678,1123,1321,938,1357
2012/10/25,外資及陸資,49481,25547,50854,30312,-1373,-4765,292882,31829,314692,49948,-21810,-18119
2012/10/26,自營商,418615,36413,441529,35445,-22914,968,189765,12474,275997,14861,-86232,-2386
2012/10/26,投信,224,312,406,353,-182,-41,2036,2581,1280,1299,756,1283
2012/10/26,外資及陸資,106304,46394,104888,48382,1416,-1988,311205,36588,330723,56117,-19518,-19529
2012/10/29,自營商,278520,19463,278747,21598,-227,-2135,214315,11637,300774,16203,-86459,-4567
2012/10/29,投信,82,117,43,47,39,70,2022,2585,1227,1228,795,1357
2012/10/29,外資及陸資,92007,39604,79630,30721,12377,8883,322793,44135,330753,54813,-7960,-10678
2012/10/30,自營商,266212,28055,265782,27416,430,639,226825,12234,312842,16239,-86017,-4004
2012/10/30,投信,103,148,28,40,75,108,2069,2668,1199,1195,870,1473
2012/10/30,外資及陸資,67169,36514,72486,37709,-5317,-1195,330728,42757,344197,54643,-13469,-11887
2012/10/31,自營商,220787,23252,227211,21932,-6424,1320,236678,13251,329080,15885,-92402,-2635
2012/10/31,投信,92,132,182,137,-90,-5,2117,2730,1337,1268,780,1462
2012/10/31,外資及陸資,47074,24929,45649,30815,1425,-5886,335078,38117,346501,55859,-11423,-17742
2012/11/1,自營商,442453,45711,480940,42359,-38487,3352,238220,13949,369004,13185,-130784,764
2012/11/1,投信,589,299,322,212,267,87,2131,2763,1084,1206,1047,1556
2012/11/1,外資及陸資,95389,46553,126904,47122,-31515,-569,336635,37486,379726,55858,-43091,-18372
2012/11/2,自營商,223555,18492,214811,15711,8744,2781,252248,15892,374288,12388,-122040,3504
2012/11/2,投信,286,412,59,40,227,372,2187,2855,913,920,1274,1936
2012/11/2,外資及陸資,53619,26332,54973,25527,-1354,805,342067,37892,386977,55525,-44910,-17633
2012/11/5,自營商,208331,24108,224126,23851,-15795,257,262686,16852,400740,13119,-138054,3733
2012/11/5,投信,60,86,93,70,-33,16,2228,2906,987,960,1241,1946
2012/11/5,外資及陸資,50643,28969,55327,28023,-4684,946,346900,39095,396251,55720,-49351,-16625
2012/11/6,自營商,203515,21559,196455,21230,7060,329,278956,17295,409950,13167,-130994,4128
2012/11/6,投信,136,196,48,69,88,127,2297,3036,968,943,1329,2093
2012/11/6,外資及陸資,60051,27318,63172,26892,-3121,426,353566,39938,406806,56335,-53240,-16397
2012/11/7,自營商,355026,38788,355985,35833,-959,2955,281160,20300,412936,13175,-131776,7125
2012/11/7,投信,33,48,43,62,-10,-14,2284,3019,965,939,1319,2080
2012/11/7,外資及陸資,107276,55188,100553,57918,6723,-2730,366281,37928,412107,57133,-45826,-19205
2012/11/8,自營商,255465,21587,245536,22671,9929,-1084,304938,20132,426785,14083,-121847,6048
2012/11/8,投信,66,95,130,180,-64,-85,2329,3060,1074,1082,1255,1978
2012/11/8,外資及陸資,69904,37999,74883,33143,-4979,4856,372547,42043,423331,56212,-50784,-14169
2012/11/9,自營商,412750,36232,414007,31124,-1257,5108,312130,25002,435231,13705,-123101,11298
2012/11/9,投信,113,164,74,106,39,58,2327,3094,1033,1035,1294,2058
2012/11/9,外資及陸資,105619,53176,81721,48217,23898,4959,392960,48048,420398,57407,-27438,-9358
2012/11/12,自營商,231453,16596,236198,19257,-4745,-2661,304704,22014,432376,13345,-127672,8669
2012/11/12,投信,35,51,13,16,22,35,2341,3096,1025,1014,1316,2082
2012/11/12,外資及陸資,61249,31002,71714,36758,-10465,-5756,391898,45419,429314,60509,-37416,-15090
2012/11/13,自營商,455821,38187,493559,39087,-37738,-900,299409,22596,464492,14967,-165083,7629
2012/11/13,投信,100,114,407,580,-307,-466,2167,2785,1158,1209,1009,1576
2012/11/13,外資及陸資,98400,44049,101304,50692,-2904,-6643,402068,46553,440705,67787,-38637,-21234
2012/11/14,自營商,367566,20636,357475,24237,10091,-3601,342076,21863,497068,17751,-154992,4112
2012/11/14,投信,192,209,219,288,-27,-79,2175,2746,1193,1242,982,1505
2012/11/14,外資及陸資,86649,44839,58285,34194,28364,10645,415415,47660,426901,58385,-11486,-10726
2012/11/15,自營商,466475,38640,477198,39264,-10723,-624,339663,21836,505720,18345,-166057,3491
2012/11/15,投信,66,94,440,618,-374,-524,2135,2686,1527,1710,608,976
2012/11/15,外資及陸資,86143,46463,88496,45394,-2353,1069,417159,50035,431091,59695,-13932,-9659
2012/11/16,自營商,410776,33796,424606,32693,-13830,1103,352717,23404,531641,18800,-178924,4604
2012/11/16,投信,162,231,282,401,-120,-170,2165,2724,1677,1919,488,804
2012/11/16,外資及陸資,89717,41610,87894,46234,1823,-4624,421605,46706,433360,61014,-11755,-14309
2012/11/19,自營商,322403,26446,319904,25481,2499,965,342759,20954,519307,15360,-176548,5594
2012/11/19,投信,771,800,738,972,33,-172,2128,2674,1607,2040,521,634
2012/11/19,外資及陸資,92086,55528,91436,57706,650,-2178,421988,43101,433345,59624,-11357,-16523
2012/11/20,自營商,312502,23297,287373,23820,25129,-523,354611,21247,505820,16122,-151209,5125
2012/11/20,投信,1149,1579,1123,1545,26,34,2146,2708,1599,2037,547,671
2012/11/20,外資及陸資,83082,51631,90788,50367,-7706,1264,428687,41818,447456,57159,-18769,-15342
2012/11/21,自營商,434702,47479,472803,52102,-38101,-4623,120602,9327,166075,9651,-45473,-325
2012/11/21,投信,1395,1766,1668,2126,-273,-360,1926,2486,1653,2220,273,266
2012/11/21,外資及陸資,108958,57892,111124,57128,-2166,764,295184,34335,298830,43430,-3646,-9096
2012/11/22,自營商,154419,15982,157486,17036,-3067,-1054,126101,8734,174794,10108,-48693,-1374
2012/11/22,投信,41,53,399,212,-358,-159,1932,2509,2017,2400,-85,109
2012/11/22,外資及陸資,59593,27385,42313,22325,17280,5060,308734,36367,295610,40482,13124,-4115
2012/11/23,自營商,427018,34365,402401,34575,24617,-210,180689,10727,205284,12332,-24595,-1605
2012/11/23,投信,1465,1412,87,111,1378,1301,2686,2988,1396,1560,1290,1428
2012/11/23,外資及陸資,157467,49449,100586,39937,56881,9512,367454,50957,299369,45468,68085,5488
2012/11/26,自營商,308825,19868,315207,16071,-6382,3797,215696,12784,246673,10611,-30977,2173
2012/11/26,投信,156,230,305,2,-149,228,2395,3035,1254,1365,1141,1670
2012/11/26,外資及陸資,64211,24379,74238,30854,-10027,-6475,365894,46800,307896,47744,57998,-945
2012/11/27,自營商,257534,18893,239137,18961,18397,-68,237585,12994,250189,10912,-12604,2082
2012/11/27,投信,139,139,177,52,-38,87,2468,3097,1365,1332,1103,1765
2012/11/27,外資及陸資,65000,33122,56057,28872,8943,4250,379010,50950,312416,47588,66594,3361
2012/11/28,自營商,218856,14911,218685,16940,171,-2029,198332,12708,228194,12617,-29862,91
2012/11/28,投信,27,40,148,93,-121,-53,2461,3091,1479,1377,982,1714
2012/11/28,外資及陸資,49462,25967,44211,22895,5251,3072,381648,53552,308478,47171,73170,6381
2012/11/29,自營商,349829,26669,319316,28546,30513,-1877,238821,12010,238614,13823,207,-1813
2012/11/29,投信,153,230,95,130,58,100,2451,3115,1411,1280,1040,1836
2012/11/29,外資及陸資,88606,45147,71703,34636,16903,10511,398390,65894,309495,48787,88895,17107
2012/11/30,自營商,342989,26426,336353,25510,6636,916,267939,13351,261195,14242,6744,-891
2012/11/30,投信,66,100,258,128,-192,-28,2241,3089,1393,1264,848,1825
2012/11/30,外資及陸資,84402,42902,85372,41385,-970,1517,411324,70809,324064,51951,87260,18858
2012/12/3,自營商,327318,29576,331144,28288,-3826,1288,282962,14027,280050,13634,2912,393
2012/12/3,投信,202,56,221,75,-19,-19,2192,3019,1363,1211,829,1808
2012/12/3,外資及陸資,72700,38168,81744,43153,-9044,-4985,414473,70502,336110,56631,78363,13871
2012/12/4,自營商,246040,20405,254800,18381,-8760,2024,290261,15120,296055,12687,-5794,2433
2012/12/4,投信,30,46,83,126,-53,-80,2139,2937,1363,1211,776,1726
2012/12/4,外資及陸資,55858,30378,66439,34340,-10581,-3962,406977,65114,339064,55309,67913,9804
2012/12/5,自營商,381029,34539,361695,34371,19334,168,279722,17716,290012,15087,-10290,2629
2012/12/5,投信,12,18,103,113,-91,-95,2057,2866,1372,1222,685,1644
2012/12/5,外資及陸資,80547,37119,83625,34850,-3078,2269,415671,69172,350820,56905,64851,12266
2012/12/6,自營商,213813,19705,208125,18672,5688,1033,292109,18727,296717,15078,-4608,3649
2012/12/6,投信,1,2,34,34,-33,-32,2042,2839,1390,1229,652,1609
2012/12/6,外資及陸資,58350,28705,59835,28651,-1485,54,423117,69848,359637,57531,63480,12317
2012/12/7,自營商,240309,22138,228699,21684,11610,454,315266,18542,308285,14448,6981,4094
2012/12/7,投信,30,46,35,54,-5,-8,2007,2792,1360,1187,647,1606
2012/12/7,外資及陸資,61232,27082,66824,27358,-5592,-276,429305,69194,371291,57053,58014,12141
2012/12/10,自營商,272069,29680,272371,29443,-302,237,323883,19225,317066,14859,6817,4366
2012/12/10,投信,0,0,47,72,-47,-72,1988,2750,1388,1224,600,1527
2012/12/10,外資及陸資,52092,28016,59137,28408,-7045,-392,428072,69242,377014,57667,51058,11575
2012/12/11,自營商,272254,26428,274319,27994,-2065,-1566,326013,17905,321417,15119,4596,2786
2012/12/11,投信,31,47,85,129,-54,-82,1938,2679,1392,1232,546,1447
2012/12/11,外資及陸資,63209,29999,54832,27020,8377,2979,438092,71981,378636,57351,59456,14630
2012/12/12,自營商,354796,32658,335549,33234,19247,-576,317165,19642,304133,17417,13032,2225
2012/12/12,投信,81,125,39,60,42,65,1972,2751,1384,1229,588,1522
2012/12/12,外資及陸資,74647,33335,91286,33956,-16639,-621,433977,73786,388443,59644,45534,14142
2012/12/13,自營商,370923,32443,362768,28807,8155,3636,351225,23119,330068,17238,21157,5881
2012/12/13,投信,80,117,107,153,-27,-36,1995,2815,1434,1313,561,1501
2012/12/13,外資及陸資,64558,27354,70726,32210,-6168,-4856,441639,71030,402384,61473,39255,9557
2012/12/14,自營商,306344,30394,327879,32551,-21535,-2157,357136,23035,357517,19310,-381,3725
2012/12/14,投信,4,6,204,315,-200,-309,1947,2715,1586,1536,361,1180
2012/12/14,外資及陸資,64231,35260,74878,43253,-10647,-7993,447970,65760,418650,64378,29320,1382
2012/12/17,自營商,410429,37221,435697,38540,-25268,-1319,349577,22812,374452,20422,-24875,2391
2012/12/17,投信,242,279,349,448,-107,-169,1865,2570,1611,1568,254,1002
2012/12/17,外資及陸資,102870,70158,101259,71919,1611,-1761,461019,69666,429899,70109,31120,-443
2012/12/18,自營商,256232,19570,253908,20403,2324,-833,359926,21816,381847,20241,-21921,1576
2012/12/18,投信,1469,2079,1630,2320,-161,-241,1754,2401,1661,1640,93,762
2012/12/18,外資及陸資,97571,70454,95087,69402,2484,1052,481623,75542,448088,74986,33535,556
2012/12/19,自營商,278794,31584,267628,36322,11166,-4738,105052,9288,126320,13396,-21268,-4108
2012/12/19,投信,1078,1472,1032,1539,46,-67,1697,2318,1163,1613,534,705
2012/12/19,外資及陸資,89737,54253,84195,53810,5542,443,214261,53672,227219,49833,-12958,3839
2012/12/20,自營商,177135,24235,184635,23595,-7500,640,119760,9012,148519,12357,-28759,-3345
2012/12/20,投信,0,0,236,241,-236,-241,1672,2249,1374,1793,298,456
2012/12/20,外資及陸資,45976,24771,54342,30379,-8366,-5608,214940,48361,235844,50242,-20904,-1881
2012/12/21,自營商,279258,32278,278120,32431,1138,-153,143458,8992,170863,12442,-27405,-3449
2012/12/21,投信,180,269,890,573,-710,-304,1792,2409,2204,2259,-412,149
2012/12/21,外資及陸資,84615,43313,94069,43259,-9454,54,226357,52175,256517,54029,-30160,-1854
2012/12/22,自營商,101459,8934,104430,8282,-2971,652,147202,9147,177713,11955,-30511,-2808
2012/12/22,投信,51,77,32,48,19,29,1811,2449,2204,2270,-393,179
2012/12/22,外資及陸資,11756,2179,12021,2275,-265,-96,232119,51972,262637,53908,-30518,-1935
2012/12/24,自營商,144494,12896,140808,14794,3686,-1898,157900,9085,184752,13802,-26852,-4717
2012/12/24,投信,86,130,28,38,58,92,1832,2478,2167,2208,-335,271
2012/12/24,外資及陸資,40747,19157,36752,16147,3995,3010,241267,53242,267739,52157,-26472,1085
2012/12/25,自營商,275640,33863,269958,29563,5682,4300,172725,12145,193856,12634,-21131,-489
2012/12/25,投信,385,553,92,140,293,413,1996,2745,2038,2053,-42,691
2012/12/25,外資及陸資,38352,17123,50865,21128,-12513,-4005,242706,53173,282000,55954,-39294,-2781
2012/12/26,自營商,198540,17202,202970,17068,-4430,134,154929,12125,177169,12474,-22240,-349
2012/12/26,投信,82,123,24,37,58,86,2007,2745,1991,1971,16,774
2012/12/26,外資及陸資,37880,18317,44947,23110,-7067,-4793,239088,50625,286497,58206,-47409,-7581
2012/12/27,自營商,200510,24036,200691,24712,-181,-676,165249,12335,187544,13325,-22295,-990
2012/12/27,投信,113,152,186,276,-73,-124,1869,2533,1926,1883,-57,649
2012/12/27,外資及陸資,46920,26450,50530,26007,-3610,443,247869,52256,298837,59451,-50968,-7195
2012/12/28,自營商,219444,19135,216514,18682,2930,453,178949,12705,198443,13242,-19494,-537
2012/12/28,投信,543,835,60,57,483,778,1854,2561,1428,1131,426,1430
2012/12/28,外資及陸資,60250,24292,53758,23897,6492,395,258502,53219,303155,60052,-44653,-6833
2013/1/2,自營商,318514,37047,305032,35358,13482,1689,193980,15824,206198,14723,-12218,1101
2013/1/2,投信,77,112,88,136,-11,-24,1809,2523,1394,1100,415,1423
2013/1/2,外資及陸資,78030,32179,62817,28069,15213,4110,270540,55629,299816,58316,-29276,-2687
2013/1/3,自營商,230509,22906,217629,17391,12880,5515,220142,18919,219456,12342,686,6577
2013/1/3,投信,41,64,27,42,14,22,1805,2533,1376,1079,429,1454
2013/1/3,外資及陸資,54342,23710,68919,29871,-14577,-6161,274083,56063,318029,64831,-43946,-8768
2013/1/4,自營商,221333,26132,236568,25781,-15235,351,231167,19575,245575,12642,-14408,6932
