日期,身份別,多方交易口數,多方交易契約金額(百萬元),空方交易口數,空方交易契約金額(百萬元),多空交易口數淨額,多空交易契約金額淨額(百萬元),多方未平倉口數,多方未平倉契約金額(百萬元),空方未平倉口數,空方未平倉契約金額(百萬元),多空未平倉口數淨額,多空未平倉契約金額淨額(百萬元)
2013/1/4,投信,21,20,82,125,-61,-105,1790,2483,1422,1144,368,1339
2013/1/4,外資及陸資,49363,29027,53530,29654,-4167,-627,273925,56617,321816,65953,-47891,-9336
2013/1/7,自營商,285088,31810,292679,30926,-7591,884,234284,20394,256073,12594,-21789,7801
2013/1/7,投信,176,203,187,289,-11,-86,1881,2543,1524,1296,357,1247
2013/1/7,外資及陸資,47860,26776,53522,28943,-5662,-2167,269667,54771,322950,66284,-53283,-11513
2013/1/8,自營商,294398,35567,308800,36446,-14402,-879,242191,20493,278385,13614,-36194,6879
2013/1/8,投信,138,210,312,480,-174,-270,1800,2406,1617,1434,183,971
2013/1/8,外資及陸資,62273,30071,73795,33614,-11522,-3543,268892,53373,333448,68383,-64556,-15010
2013/1/9,自營商,345120,33699,313758,37327,31362,-3628,247417,18164,244872,14895,2545,3269
2013/1/9,投信,82,127,29,45,53,82,1808,2427,1572,1370,236,1057
2013/1/9,外資及陸資,71355,40702,62058,30515,9297,10187,270526,60573,330086,65448,-59560,-4875
2013/1/10,自營商,407491,54215,398842,54062,8649,153,273994,19970,262836,16570,11158,3400
2013/1/10,投信,513,790,105,151,408,639,2005,2766,1361,1054,644,1712
2013/1/10,外資及陸資,93675,50367,90837,48111,2838,2256,282225,65087,339259,67694,-57034,-2607
2013/1/11,自營商,271937,30597,288813,30197,-16876,400,267482,18836,273089,15012,-5607,3824
2013/1/11,投信,16,25,100,153,-84,-128,1991,2737,1431,1159,560,1577
2013/1/11,外資及陸資,71504,54763,89372,65610,-17868,-10847,284716,62214,359431,75643,-74715,-13429
2013/1/14,自營商,392688,50881,387705,48218,4983,2663,281740,21869,282397,15346,-657,6523
2013/1/14,投信,537,784,717,1077,-180,-293,1852,2523,1472,1239,380,1284
2013/1/14,外資及陸資,100585,67641,98817,66119,1768,1522,297299,63664,370168,75611,-72869,-11948
2013/1/15,自營商,359654,42956,401599,44031,-41945,-1075,277872,21202,320840,15783,-42968,5419
2013/1/15,投信,983,1342,1256,1734,-273,-392,1804,2420,1697,1542,107,878
2013/1/15,外資及陸資,100787,70954,103831,74102,-3044,-3148,302873,61938,378243,76950,-75370,-15012
2013/1/16,自營商,354820,47902,355915,49634,-1095,-1732,113409,10691,122406,11188,-8997,-497
2013/1/16,投信,721,830,662,832,59,-2,1724,2351,1104,1442,620,909
2013/1/16,外資及陸資,85880,58239,84831,55862,1049,2377,195917,47756,240258,55081,-44341,-7325
2013/1/17,自營商,359339,51758,376919,53138,-17580,-1380,139060,10185,166018,11995,-26958,-1809
2013/1/17,投信,178,268,587,875,-409,-607,1742,2359,1531,2065,211,294
2013/1/17,外資及陸資,125890,52494,110166,48326,15724,4168,228914,54358,257903,57518,-28989,-3160
2013/1/18,自營商,246760,27773,237483,23359,9277,4414,159683,12858,177799,10281,-18116,2577
2013/1/18,投信,196,288,43,66,153,222,1745,2391,1177,1556,568,835
2013/1/18,外資及陸資,77008,35495,70758,36757,6250,-1262,244307,53685,267418,58128,-23111,-4443
2013/1/21,自營商,227379,30798,231232,30788,-3853,10,180332,13373,202172,10791,-21840,2582
2013/1/21,投信,120,185,52,80,68,105,1745,2389,1109,1450,636,939
2013/1/21,外資及陸資,62345,37071,63939,37706,-1594,-635,244383,52231,268682,57266,-24299,-5035
2013/1/22,自營商,299484,38166,283054,37983,16430,183,205382,13360,210372,10597,-4990,2763
2013/1/22,投信,115,178,27,38,88,140,1762,2432,1038,1348,724,1084
2013/1/22,外資及陸資,73334,41903,65273,36749,8061,5154,255416,55971,272164,55867,-16748,104
2013/1/23,自營商,222145,24020,235476,24714,-13331,-694,164972,13466,184925,11392,-19953,2074
2013/1/23,投信,131,166,40,62,91,104,1829,2528,1014,1344,815,1184
2013/1/23,外資及陸資,54418,24734,67529,32050,-13111,-7316,253431,50955,284171,58156,-30740,-7201
2013/1/24,自營商,286500,43567,301442,42934,-14942,633,185579,14846,220384,12134,-34805,2712
2013/1/24,投信,32,41,271,415,-239,-374,1746,2387,1170,1585,576,803
2013/1/24,外資及陸資,89782,49181,98293,49826,-8511,-645,258433,49432,297135,57309,-38702,-7877
2013/1/25,自營商,203220,31287,231341,29359,-28121,1928,191326,16969,254156,12305,-62830,4664
2013/1/25,投信,54,83,210,235,-156,-152,1732,2356,1312,1710,420,646
2013/1/25,外資及陸資,61534,37523,71868,43357,-10334,-5834,256791,45456,305287,59174,-48496,-13718
2013/1/28,自營商,281356,35797,251696,35361,29660,436,217263,16862,250517,11795,-33254,5067
2013/1/28,投信,37,57,51,58,-14,-1,1735,2384,1329,1733,406,651
2013/1/28,外資及陸資,74144,45644,67406,36625,6738,9019,262807,50477,305339,55229,-42532,-4752
2013/1/29,自營商,372737,40009,342053,41371,30684,-1362,258458,21087,261082,17386,-2624,3701
2013/1/29,投信,308,477,1835,52,-1527,425,1929,2711,3050,1626,-1121,1085
2013/1/29,外資及陸資,102918,40671,85751,32405,17167,8266,287934,59125,314872,55563,-26938,3562
2013/1/30,自營商,332606,39276,322363,40918,10243,-1642,229837,18585,236698,16495,-6861,2090
2013/1/30,投信,229,353,2398,313,-2169,40,1909,2675,5199,1552,-3290,1122
2013/1/30,外資及陸資,76080,35403,82231,39586,-6151,-4183,284890,56723,317042,57389,-32152,-666
2013/1/31,自營商,246415,35117,240765,31952,5650,3165,250837,20631,252015,15402,-1178,5229
2013/1/31,投信,32,45,929,27,-897,18,1921,2710,6108,1561,-4187,1149
2013/1/31,外資及陸資,67268,34124,61043,29294,6225,4830,293803,61338,320156,57146,-26353,4192
2013/2/1,自營商,260714,33718,264669,33362,-3955,356,265825,22264,270724,16697,-4899,5567
2013/2/1,投信,35,55,132,39,-97,16,1897,2677,6181,1510,-4284,1167
2013/2/1,外資及陸資,63427,32675,69397,37245,-5970,-4570,296585,57923,328809,58280,-32224,-357
2013/2/4,自營商,325267,38388,313191,35458,12076,2930,289396,26184,282219,17719,7177,8466
2013/2/4,投信,272,356,101,144,171,212,1966,2747,6079,1354,-4113,1393
2013/2/4,外資及陸資,81440,33449,87598,37766,-6158,-4317,302044,58017,340501,62664,-38457,-4647
2013/2/5,自營商,237276,28458,270037,28906,-32761,-448,287534,26373,312389,18428,-24855,7944
2013/2/5,投信,214,336,2772,93,-2558,243,1956,2718,8627,1088,-6671,1630
2013/2/5,外資及陸資,60375,28217,74980,36172,-14605,-7955,305493,54398,357820,66942,-52327,-12544
2013/2/6,自營商,324450,30277,311948,30944,12502,-667,266073,26078,294118,18752,-28045,7327
2013/2/6,投信,27,25,577,186,-550,-161,1957,2721,9178,1250,-7221,1471
2013/2/6,外資及陸資,79123,31848,81861,31778,-2738,70,320268,55044,371874,67608,-51606,-12564
2013/2/18,自營商,266778,30610,258388,29678,8390,932,253827,25086,271527,16760,-17700,8327
2013/2/18,投信,155,169,224,264,-69,-95,1916,2668,9206,1281,-7290,1387
2013/2/18,外資及陸資,87482,71711,82132,65448,5350,6263,320988,64650,368990,71022,-48002,-6372
2013/2/19,自營商,193270,20306,181139,20152,12131,154,270267,26320,276208,17803,-5941,8517
2013/2/19,投信,1435,2062,1387,2007,48,55,1914,2672,9156,1225,-7242,1447
2013/2/19,外資及陸資,72148,68527,66104,64609,6044,3918,331765,69189,374083,71688,-42318,-2499
2013/2/20,自營商,283361,36180,249536,36500,33825,-320,109427,9093,106309,9961,3118,-868
2013/2/20,投信,1090,1419,809,1094,281,325,2059,2873,740,923,1319,1950
2013/2/20,外資及陸資,97407,66414,92842,61423,4565,4991,215440,54936,231665,48200,-16225,6736
2013/2/21,自營商,139452,18090,142493,20931,-3041,-2841,142090,9447,141809,13125,281,-3678
2013/2/21,投信,3,5,66,105,-63,-100,2047,2831,791,997,1256,1834
2013/2/21,外資及陸資,38315,22254,54547,24428,-16232,-2174,218385,54673,250353,50175,-31968,4499
2013/2/22,自營商,183503,28631,190338,27850,-6835,781,161231,10355,167695,13267,-6464,-2912
2013/2/22,投信,69,88,162,225,-93,-137,1958,2691,795,994,1163,1697
2013/2/22,外資及陸資,48698,28086,55531,29323,-6833,-1237,224505,56012,263387,52786,-38882,3226
2013/2/23,自營商,88634,9888,89220,8266,-586,1622,173982,11563,181029,12899,-7047,-1336
2013/2/23,投信,17,7,10,0,7,7,1958,2705,788,992,1170,1713
2013/2/23,外資及陸資,5870,2105,4407,2373,1463,-268,226846,55870,264265,52855,-37419,3016
2013/2/25,自營商,167595,22399,177905,22648,-10310,-249,182444,11400,199360,12948,-16916,-1548
2013/2/25,投信,52,83,59,94,-7,-11,1951,2677,788,986,1163,1691
2013/2/25,外資及陸資,37781,26790,59321,29403,-21540,-2613,229964,54417,288584,54088,-58620,329
2013/2/26,自營商,243245,23187,246059,26656,-2814,-3469,199524,9912,219323,14872,-19799,-4961
2013/2/26,投信,8,13,161,254,-153,-241,1896,2570,886,1133,1010,1437
2013/2/26,外資及陸資,60475,29821,70387,26379,-9912,3442,245752,56457,314233,52755,-68481,3702
2013/2/27,自營商,188740,15920,184074,16558,4666,-638,176544,9662,173303,15262,3241,-5600
2013/2/27,投信,0,0,30,47,-30,-47,1896,2569,916,1180,980,1390
2013/2/27,外資及陸資,40660,20098,38725,20940,1935,-842,236779,56317,287713,53470,-50934,2847
2013/3/1,自營商,137833,16109,142594,12808,-4761,3301,198851,11999,200398,14367,-1547,-2368
2013/3/1,投信,65,103,0,0,65,103,1897,2589,852,1087,1045,1503
2013/3/1,外資及陸資,41359,16509,44698,17647,-3339,-1138,243430,58484,297718,56716,-54288,1769
2013/3/4,自營商,239980,27381,260191,30511,-20211,-3130,212412,11768,233771,17152,-21359,-5384
2013/3/4,投信,66,104,256,397,-190,-293,1822,2442,967,1250,855,1192
2013/3/4,外資及陸資,61423,35116,89698,44860,-28275,-9744,247682,55583,329684,63602,-82002,-8020
2013/3/5,自營商,241199,25980,227881,22013,13318,3967,233535,14186,241636,15707,-8101,-1520
2013/3/5,投信,102,158,86,110,16,48,1819,2459,948,1209,871,1250
2013/3/5,外資及陸資,53877,33018,40354,21770,13523,11248,259755,60766,328735,57491,-68980,3276
2013/3/6,自營商,277056,33854,268057,32853,8999,1001,214940,14453,229683,15084,-14743,-631
2013/3/6,投信,291,456,35,56,256,400,1896,2591,781,957,1115,1634
2013/3/6,外資及陸資,64381,27823,60513,30607,3868,-2784,260594,57509,309246,56883,-48652,626
2013/3/7,自營商,171837,20637,175017,21835,-3180,-1198,232482,14026,250354,15800,-17872,-1774
2013/3/7,投信,28,45,73,113,-45,-68,1909,2611,839,1044,1070,1567
2013/3/7,外資及陸資,41297,29812,43043,25312,-1746,4500,262737,59002,313112,53996,-50375,5007
2013/3/8,自營商,245524,31763,223713,30288,21811,1475,251730,16635,247977,17019,3753,-384
2013/3/8,投信,165,195,59,95,106,100,1992,2704,816,1022,1176,1682
2013/3/8,外資及陸資,60841,32407,42304,25336,18537,7071,277222,64803,309327,52623,-32105,12180
2013/3/11,自營商,264004,30558,264140,26655,-136,3903,256289,18715,252657,15254,3632,3462
2013/3/11,投信,39,63,17,27,22,36,2013,2750,815,1024,1198,1725
2013/3/11,外資及陸資,60606,29945,61843,33051,-1237,-3106,277230,61732,310731,52559,-33501,9173
2013/3/12,自營商,262156,26701,280896,30696,-18740,-3995,266358,16058,281268,16565,-14910,-507
2013/3/12,投信,28,45,72,115,-44,-70,1999,2710,845,1067,1154,1643
2013/3/12,外資及陸資,56108,24631,51244,26909,4864,-2278,281349,59662,309835,52812,-28486,6850
2013/3/13,自營商,336587,40065,357104,37986,-20517,2079,233704,16153,259988,14614,-26284,1539
2013/3/13,投信,0,0,185,289,-185,-289,1866,2496,897,1142,969,1353
2013/3/13,外資及陸資,66274,37874,69076,40595,-2802,-2721,277766,59068,314833,54947,-37067,4120
2013/3/14,自營商,199119,28777,217093,29527,-17974,-750,248066,16673,292864,15862,-44798,811
2013/3/14,投信,60,95,203,310,-143,-215,1900,2538,1074,1405,826,1133
2013/3/14,外資及陸資,41060,28910,52070,35596,-11010,-6686,277458,57571,325235,60197,-47777,-2626
2013/3/15,自營商,306593,41156,321358,41123,-14765,33,253704,16559,313591,15696,-59887,863
2013/3/15,投信,0,0,175,276,-175,-276,1791,2353,1140,1502,651,851
2013/3/15,外資及陸資,59814,43344,66277,47744,-6463,-4400,278235,55307,332229,62307,-53994,-7000
2013/3/18,自營商,408512,42235,445632,45542,-37120,-3307,235093,17456,331500,19833,-96407,-2377
2013/3/18,投信,187,291,311,455,-124,-164,1786,2308,1274,1657,512,651
2013/3/18,外資及陸資,99271,71856,120680,73186,-21409,-1330,279818,55255,354597,63617,-74779,-8362
2013/3/19,自營商,282407,30046,282353,26939,54,3107,249672,21798,346208,21027,-96536,771
2013/3/19,投信,1632,2290,1650,2315,-18,-25,1772,2300,1278,1670,494,630
2013/3/19,外資及陸資,90203,75179,96307,74242,-6104,937,282593,53315,363572,60781,-80979,-7466
2013/3/20,自營商,324945,37376,326899,40966,-1954,-3590,99680,7864,125106,14630,-25426,-6766
2013/3/20,投信,894,1023,782,1048,112,-25,1773,2290,1201,1677,572,614
2013/3/20,外資及陸資,68590,45954,73107,44165,-4517,1789,161615,39366,182742,41816,-21127,-2450
2013/3/21,自營商,155397,16850,154872,18046,525,-1196,131008,8631,155864,16649,-24856,-8018
2013/3/21,投信,0,0,20,16,-20,-16,1773,2295,1221,1696,552,599
2013/3/21,外資及陸資,47575,25414,52613,25246,-5038,168,170045,40936,196198,43161,-26153,-2224
2013/3/22,自營商,165177,15481,166972,17574,-1795,-2093,155899,8985,182556,19057,-26657,-10072
2013/3/22,投信,74,69,55,80,19,-11,1813,2304,1242,1718,571,586
2013/3/22,外資及陸資,44449,23373,46333,19879,-1884,3494,179955,42951,208055,41697,-28100,1254
2013/3/25,自營商,173231,19733,157633,16393,15598,3340,172065,10121,183271,17000,-11206,-6879
2013/3/25,投信,161,247,26,25,135,222,1839,2368,1133,1554,706,814
2013/3/25,外資及陸資,39931,22341,40168,20221,-237,2120,186802,45244,215235,41821,-28433,3423
2013/3/26,自營商,153671,15829,160116,14864,-6445,965,184041,10956,201692,16838,-17651,-5882
2013/3/26,投信,2,3,7,11,-5,-8,1832,2353,1131,1548,701,805
2013/3/26,外資及陸資,40389,16984,56870,19568,-16481,-2584,197414,42962,242298,42164,-44884,798
2013/3/27,自營商,233757,24541,203765,24781,29992,-240,170963,12096,175321,18253,-4358,-6157
2013/3/27,投信,69,108,24,38,45,70,1830,2359,1084,1479,746,880
2013/3/27,外資及陸資,47438,28622,42863,24343,4575,4279,203452,46843,231510,41754,-28058,5090
2013/3/28,自營商,153294,18802,157499,20559,-4205,-1757,186426,10579,195073,18486,-8647,-7907
2013/3/28,投信,6,7,134,174,-128,-167,1836,2360,1218,1650,618,710
2013/3/28,外資及陸資,32954,21269,44122,21446,-11168,-177,206197,45985,245303,41073,-39106,4911
2013/3/29,自營商,235126,29407,213484,24121,21642,5286,203015,12977,190653,15702,12362,-2725
2013/3/29,投信,211,327,6,7,205,320,1942,2554,1119,1516,823,1038
2013/3/29,外資及陸資,57454,24727,44291,17336,13163,7391,228223,53366,254451,40893,-26228,12473
2013/4/1,自營商,129113,13899,130575,14792,-1462,-893,213759,13518,202967,17154,10792,-3636
2013/4/1,投信,62,98,64,101,-2,-3,2000,2642,1179,1610,821,1032
2013/4/1,外資及陸資,31188,15415,30449,17962,739,-2547,232713,54036,258136,44089,-25423,9946
2013/4/2,自營商,193836,25450,195381,26834,-1545,-1384,234263,14398,225007,19393,9256,-4995
2013/4/2,投信,5,8,126,199,-121,-191,1874,2436,1174,1599,700,837
2013/4/2,外資及陸資,49322,34635,47860,33680,1462,955,235179,56703,259131,45831,-23952,10872
2013/4/3,自營商,219346,24774,226419,19721,-7073,5053,214808,17885,220862,17852,-6054,32
2013/4/3,投信,2,1,30,31,-28,-30,1871,2440,1199,1629,672,811
2013/4/3,外資及陸資,56560,32662,62854,34018,-6294,-1356,231606,55922,257755,46358,-26149,9564
2013/4/8,自營商,408763,50667,498870,53852,-90107,-3185,207978,15588,303752,18486,-95774,-2899
2013/4/8,投信,79,123,561,849,-482,-726,1773,2227,1583,2157,190,70
2013/4/8,外資及陸資,98169,48267,142447,77689,-44278,-29422,217845,39006,287726,59120,-69881,-20114
2013/4/9,自營商,270804,26525,280578,27229,-9774,-704,223394,16043,328816,19593,-105422,-3550
2013/4/9,投信,79,122,150,59,-71,63,1780,2231,1661,2099,119,133
2013/4/9,外資及陸資,64693,36965,56085,35975,8608,990,228639,41355,289807,60456,-61168,-19101
2013/4/10,自營商,220556,18071,211268,16308,9288,1763,209253,17396,290696,19198,-81443,-1802
2013/4/10,投信,80,124,39,53,41,71,1751,2194,1591,1990,160,204
2013/4/10,外資及陸資,46810,28527,38622,26810,8188,1717,231307,43732,284799,61155,-53492,-17422
2013/4/11,自營商,281626,35637,240402,31613,41224,4024,238782,19983,279277,17796,-40495,2187
2013/4/11,投信,181,270,31,48,150,222,1766,2241,1456,1814,310,427
2013/4/11,外資及陸資,75105,44951,53567,31308,21538,13643,253213,55553,285386,59411,-32173,-3858
2013/4/12,自營商,174792,21686,178460,25100,-3668,-3414,251619,17667,295851,18858,-44232,-1191
2013/4/12,投信,78,118,23,36,55,82,1844,2350,1479,1843,365,507
2013/4/12,外資及陸資,47813,30769,48463,30468,-650,301,261659,55146,294443,58725,-32784,-3579
2013/4/15,自營商,289602,38251,279033,39845,10569,-1594,279875,18339,314159,21099,-34284,-2760
2013/4/15,投信,669,975,706,1035,-37,-60,1821,2300,1493,1856,328,444
2013/4/15,外資及陸資,112010,89531,101645,83643,10365,5888,284552,60673,307112,58384,-22560,2289
2013/4/16,自營商,336959,46643,351073,43681,-14114,2962,290654,22016,339028,21792,-48374,223
2013/4/16,投信,1530,2050,1282,1767,248,283,1863,2255,1287,1526,576,729
2013/4/16,外資及陸資,122957,103379,122526,106916,431,-3537,298283,56466,320535,57699,-22252,-1233
2013/4/17,自營商,282308,53140,268671,42870,13637,10270,139935,12652,136858,11274,3077,1378
2013/4/17,投信,913,1238,727,898,186,340,1668,2315,784,1133,884,1182
2013/4/17,外資及陸資,76576,52723,84921,58921,-8345,-6198,206259,43886,210003,43563,-3744,324
2013/4/18,自營商,231934,28172,222954,31850,8980,-3678,193524,12712,181467,14981,12057,-2269
2013/4/18,投信,122,189,301,158,-179,31,1683,2336,978,1124,705,1212
2013/4/18,外資及陸資,82464,50252,93130,42504,-10666,7748,227257,50885,241751,42861,-14494,8025
2013/4/19,自營商,415700,48883,378198,49399,37502,-516,236279,16986,186720,19823,49559,-2837
2013/4/19,投信,494,460,292,114,202,346,1790,2563,883,969,907,1594
2013/4/19,外資及陸資,135246,82474,112014,64685,23232,17789,260494,74798,252509,48248,7985,26550
2013/4/22,自營商,190131,20042,202919,22765,-12788,-2723,251364,16289,214584,21873,36780,-5584
2013/4/22,投信,13,19,101,2,-88,17,1792,2569,973,954,819,1614
2013/4/22,外資及陸資,54903,29144,59629,33514,-4726,-4370,260964,69267,257597,47014,3367,22253
2013/4/23,自營商,205194,24231,205953,24764,-759,-533,265054,15001,229015,21144,36039,-6143
2013/4/23,投信,27,43,39,31,-12,12,1814,2598,1007,977,807,1620
2013/4/23,外資及陸資,57426,34639,55404,37054,2022,-2415,269296,67209,263673,47496,5623,19714
2013/4/24,自營商,321921,39499,297865,33987,24056,5512,236260,17228,196731,17898,39529,-670
2013/4/24,投信,70,108,124,180,-54,-72,1837,2652,1084,1090,753,1562
2013/4/24,外資及陸資,78455,50480,80390,53625,-1935,-3145,260562,65395,257369,48573,3193,16822
2013/4/25,自營商,176162,22164,184561,20962,-8399,1202,252821,18708,221730,18169,31091,539
2013/4/25,投信,18,29,16,26,2,3,1834,2652,1079,1084,755,1568
2013/4/25,外資及陸資,56611,34342,48328,29955,8283,4387,274809,68457,263396,47170,11413,21287
2013/4/26,自營商,278540,31162,271125,33332,7415,-2170,282261,17734,243800,19377,38461,-1643
2013/4/26,投信,45,72,53,28,-8,44,1824,2635,1077,1025,747,1610
2013/4/26,外資及陸資,64048,41822,62718,38208,1330,3614,279344,71259,266622,46395,12722,24864
2013/4/29,自營商,158914,18330,154494,20970,4420,-2640,296132,16548,253272,20788,42860,-4240
2013/4/29,投信,5,8,11,9,-6,-1,1820,2637,1079,1023,741,1614
2013/4/29,外資及陸資,38595,31331,34514,23347,4081,7984,287345,80873,270779,47949,16566,32923
2013/4/30,自營商,289340,31451,276749,29064,12591,2387,318805,19000,263354,20865,55451,-1865
2013/4/30,投信,38,61,41,54,-3,7,1789,2612,1051,975,738,1637
2013/4/30,外資及陸資,60912,32076,69803,35057,-8891,-2981,284350,80185,276670,49811,7680,30374
2013/5/2,自營商,251120,22022,228449,21750,22671,272,283339,20212,228552,21840,54787,-1628
2013/5/2,投信,0,0,55,73,-55,-73,1747,2551,1064,983,683,1568
2013/5/2,外資及陸資,65312,31292,53569,24905,11743,6387,299641,87029,276389,50120,23252,36909
2013/5/3,自營商,246916,28172,258574,25972,-11658,2200,287367,19999,244145,19484,43222,514
2013/5/3,投信,0,0,120,33,-120,-33,1727,2525,1164,986,563,1539
2013/5/3,外資及陸資,65567,32352,70320,37738,-4753,-5386,309007,82480,290427,50751,18580,31729
2013/5/6,自營商,232828,24428,230205,23020,2623,1408,304216,20334,258311,18402,45905,1932
2013/5/6,投信,109,179,32,52,77,127,1723,2527,1083,857,640,1671
2013/5/6,外資及陸資,41647,32415,50386,34547,-8739,-2132,308506,79827,298488,50045,10018,29782
2013/5/7,自營商,208479,22285,221462,20784,-12983,1501,310819,21829,277897,18398,32922,3431
2013/5/7,投信,0,0,24,39,-24,-39,1699,2490,1083,857,616,1632
2013/5/7,外資及陸資,43907,31672,47274,27063,-3367,4609,312649,83159,306256,48701,6393,34458
2013/5/8,自營商,556408,54704,488223,56980,68185,-2276,321760,23867,260398,22700,61362,1167
2013/5/8,投信,56,92,110,181,-54,-89,1677,2482,1115,920,562,1562
2013/5/8,外資及陸資,133469,60575,122177,60844,11292,-269,342865,88368,322054,53467,20811,34901
2013/5/9,自營商,319419,57676,316962,56483,2457,1193,353546,23569,289727,21239,63819,2330
2013/5/9,投信,48,60,35,58,13,2,1645,2442,1070,870,575,1572
2013/5/9,外資及陸資,63685,43891,104710,50609,-41025,-6718,323809,88241,343771,59739,-19962,28501
2013/5/10,自營商,209635,28373,226347,23603,-16712,4770,365293,26334,318078,19257,47215,7077
2013/5/10,投信,0,0,35,57,-35,-57,1610,2384,1070,870,540,1514
2013/5/10,外資及陸資,51440,38075,55336,43417,-3896,-5342,325058,87390,348694,64267,-23636,23123
2013/5/13,自營商,293385,45348,312895,45467,-19510,-119,367366,27055,339742,20080,27624,6975
2013/5/13,投信,233,349,384,598,-151,-249,1589,2335,1200,1079,389,1256
2013/5/13,外資及陸資,89511,80792,87926,81932,1585,-1140,334300,87037,356217,65337,-21917,21699
2013/5/14,自營商,297419,45625,266503,48546,30916,-2921,384765,24442,325574,20368,59191,4074
2013/5/14,投信,866,1260,968,1428,-102,-168,1527,2237,1240,1147,287,1089
2013/5/14,外資及陸資,94433,96097,89549,93661,4884,2436,345578,94589,362591,70358,-17013,24231
2013/5/15,自營商,306559,50554,300682,43675,5877,6879,147326,9809,128861,10630,18465,-821
2013/5/15,投信,841,1305,846,1335,-5,-30,1393,2149,616,911,777,1237
2013/5/15,外資及陸資,81127,75357,87584,81985,-6457,-6628,232761,69824,234372,46285,-1611,23539
2013/5/16,自營商,307115,49186,339878,43575,-32763,5611,187353,17102,201681,12297,-14328,4806
2013/5/16,投信,65,109,66,111,-1,-2,1431,2242,655,990,776,1253
2013/5/16,外資及陸資,142688,54754,138125,61897,4563,-7143,263278,69180,260502,52248,2776,16932
2013/5/17,自營商,152696,16942,165032,20288,-12336,-3346,206531,14616,232985,13164,-26454,1452
